idx,maximum_speed,speed_limit,average_speed,vehicle_class_1,vehicle_class_2,vehicle_class_3,vehicle_class_4,vehicle_class_5,vehicle_class_6,vehicle_class_7,vehicle_class_8,vehicle_class_9,vehicle_class_10,vehicle_class_11,vehicle_class_12,vehicle_class_13,bike,motorcycle,StrType
20978,70,60,48,921,1,19,2,0,1,1,0,0,1,0,0,0,4,12,Arterial
38573,54,50,33,313,0,5,10,1,0,0,0,0,0,0,0,0,13,4,Arterial
40630,77,50,60,99,0,8,7,0,0,0,0,0,0,0,0,0,7,27,Arterial
13530,21,40,14,32,0,0,0,0,0,0,0,0,0,0,0,0,19,0,Council Minor
11951,68,50,29,1067,3,86,9,8,3,1,1,1,0,0,0,2,28,23,Arterial
47372,18,20,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
20989,73,60,53,369,1,20,6,9,0,0,3,0,1,0,0,0,12,5,Arterial
13815,16,40,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
40536,73,50,54,200,3,12,9,2,0,0,0,1,0,0,0,0,12,10,Arterial
22697,73,60,51,193,0,3,1,1,0,0,0,1,0,0,0,0,0,1,Arterial
40679,83,50,60,117,0,5,2,0,0,0,0,0,0,0,0,0,7,2,Arterial
14378,11,40,7,11,0,2,0,0,0,0,0,0,0,0,0,0,11,0,Council Minor
15547,45,50,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
13801,14,40,10,5,0,0,0,0,0,0,0,1,0,0,0,0,3,0,Council Minor
13285,14,40,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
22639,72,60,49,269,1,13,3,5,0,1,0,1,0,0,0,0,3,4,Arterial
22576,60,60,48,76,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Arterial
13424,24,40,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
47309,23,20,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14722,11,40,10,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,Council Minor
8612,33,50,21,14,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Council Minor
10674,40,50,31,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
13743,22,40,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14370,15,40,8,16,0,1,0,0,0,0,0,0,0,0,0,0,12,1,Council Minor
22595,77,60,49,547,4,44,3,4,0,1,0,0,0,0,0,0,2,11,Arterial
22524,70,60,47,381,2,18,0,0,0,0,0,0,0,0,0,0,1,5,Arterial
22565,62,60,43,259,0,15,1,2,0,0,0,0,0,0,0,0,0,6,Arterial
47142,17,20,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
38372,68,50,31,1516,5,34,3,3,0,2,0,1,0,0,0,0,5,18,Arterial
20863,67,60,48,237,1,14,3,0,0,0,0,1,0,0,0,0,1,3,Arterial
10511,30,50,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14466,23,40,13,15,0,0,0,1,0,0,0,0,0,0,0,0,13,2,Council Minor
22649,72,60,50,195,1,8,1,0,0,0,0,0,0,0,0,0,0,1,Arterial
14448,20,40,9,14,0,0,0,0,0,1,0,0,0,0,0,0,13,1,Council Minor
13455,15,40,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
10658,40,50,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
11970,72,50,49,109,0,7,2,0,1,0,0,0,0,0,0,0,1,0,Arterial
40592,79,50,55,489,1,72,3,0,1,1,0,1,1,0,0,0,7,2,Arterial
22661,73,60,50,125,1,4,1,0,2,0,0,0,0,0,0,0,1,1,Arterial
38445,64,50,36,914,3,11,1,5,1,1,0,2,0,0,0,0,3,15,Arterial
38378,57,50,28,722,0,6,3,0,0,0,0,0,0,0,0,0,8,12,Arterial
38334,64,50,36,208,0,21,0,2,1,1,2,0,0,0,0,0,2,1,Arterial
11824,65,50,46,87,0,0,0,0,0,0,0,2,0,0,0,0,5,2,Arterial
15401,25,50,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14164,13,40,7,31,0,2,0,0,0,0,0,0,0,0,0,0,30,0,Council Minor
10235,48,50,35,40,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Council Minor
14197,7,40,7,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,Council Minor
10204,45,50,31,16,0,2,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
14744,10,40,9,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Council Minor
13662,21,40,13,15,0,0,0,0,0,0,0,0,0,0,0,0,9,0,Council Minor
11850,66,50,48,115,1,6,1,1,4,0,0,0,0,0,0,0,1,1,Arterial
38312,73,50,36,1365,15,55,9,3,1,3,0,2,1,0,0,0,7,28,Arterial
20901,70,60,35,928,5,65,14,7,2,0,0,1,0,0,0,0,0,23,Arterial
10147,49,50,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
33832,35,50,23,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
40690,89,50,54,426,0,19,0,0,0,0,0,0,0,0,0,0,4,8,Arterial
38664,22,25,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
33889,10,50,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
11882,70,50,36,767,0,28,0,1,0,0,0,0,0,0,0,0,6,13,Arterial
22514,82,60,45,411,4,25,19,1,0,1,0,0,0,0,0,0,32,6,Arterial
47529,16,20,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
10498,39,50,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
13733,21,40,14,22,0,0,0,0,0,0,0,0,0,0,0,0,13,0,Council Minor
11695,83,50,38,886,2,24,1,2,2,1,0,0,0,0,0,4,61,29,Arterial
22556,65,60,50,64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Arterial
15418,28,50,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
22695,85,60,51,303,0,12,0,0,0,0,0,0,0,0,0,0,0,5,Arterial
38394,62,50,37,1092,6,12,2,1,1,0,0,1,0,0,0,0,3,12,Arterial
21033,76,60,55,197,1,3,2,1,0,0,0,1,0,0,0,0,14,4,Arterial
22686,69,60,49,247,3,39,4,8,0,0,1,5,0,0,0,0,1,0,Arterial
13309,26,40,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Council Minor
40561,77,50,51,1016,2,96,6,3,2,3,0,0,0,0,0,0,27,18,Arterial
11722,75,50,41,571,4,22,2,0,1,0,0,0,0,0,0,9,19,8,Arterial
11982,60,50,32,633,1,35,1,1,3,1,0,1,0,0,0,2,9,14,Arterial
22470,67,60,46,350,2,9,1,4,0,0,0,1,0,0,0,0,2,3,Arterial
10608,46,50,31,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
20888,63,60,46,148,1,12,1,1,0,0,0,3,4,0,0,0,0,4,Arterial
13531,26,40,15,37,1,0,0,0,0,0,0,0,0,0,0,0,19,1,Council Minor
22531,58,60,46,84,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Arterial
14242,12,40,7,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,Council Minor
22733,88,60,48,218,2,31,18,7,0,1,0,2,0,0,0,0,1,4,Arterial
20857,66,60,44,659,4,16,4,2,1,0,0,0,0,0,0,0,2,9,Arterial
13945,18,40,12,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Council Minor
15592,36,50,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
40498,77,50,53,562,3,15,1,0,0,0,0,0,0,0,0,0,7,6,Arterial
20980,76,60,48,933,1,19,5,0,0,0,0,3,1,0,0,0,6,11,Arterial
13993,18,40,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
8617,48,50,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Council Minor
40606,88,50,58,104,0,10,6,0,0,0,0,0,0,0,0,0,8,3,Arterial
11896,69,50,47,228,0,6,0,0,0,0,0,0,0,0,0,0,5,2,Arterial
14059,16,40,13,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Council Minor
38450,55,50,39,184,0,3,1,3,0,0,0,0,0,0,0,0,5,2,Arterial
47510,21,20,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
10595,30,50,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
15555,29,50,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
21007,73,60,49,776,0,10,9,0,0,0,0,0,0,0,0,0,40,10,Arterial
20869,84,60,40,1205,5,126,19,8,2,1,1,6,2,0,0,0,6,25,Arterial
47392,20,20,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
10723,44,50,29,22,0,5,0,0,0,0,0,0,0,0,0,0,0,2,Council Minor
38612,56,50,22,326,1,9,2,3,0,1,0,2,0,0,0,0,20,12,Arterial
40429,72,50,51,582,2,5,0,0,0,0,0,0,0,0,0,0,15,19,Arterial
13996,20,40,11,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Council Minor
22726,74,60,55,28,0,2,1,0,0,0,0,0,0,0,0,0,0,1,Arterial
20876,66,60,41,967,1,72,13,16,0,1,1,6,2,0,0,0,4,16,Arterial
40531,81,50,57,74,0,3,3,0,0,0,0,0,0,0,0,0,3,1,Arterial
10683,52,50,32,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
13608,23,40,16,55,0,1,0,0,0,0,0,0,0,0,0,0,21,0,Council Minor
21058,69,60,50,140,0,24,3,2,0,0,0,1,0,0,0,0,1,5,Arterial
20777,67,60,34,1101,1,114,12,9,0,0,1,3,2,0,0,0,5,24,Arterial
20771,81,60,47,560,3,65,15,3,0,0,1,4,0,0,0,0,10,13,Arterial
8458,45,50,26,17,0,0,0,0,0,0,0,0,0,0,0,0,1,5,Council Minor
13822,21,40,11,7,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Council Minor
22517,71,60,43,570,0,37,2,3,0,0,0,2,0,0,0,0,0,10,Arterial
13308,27,40,16,9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Council Minor
38475,69,50,38,136,0,3,2,1,0,0,0,0,0,0,0,0,2,0,Arterial
8615,35,50,20,12,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Council Minor
20930,75,60,41,859,3,18,2,0,2,0,0,0,0,0,0,0,2,9,Arterial
11934,62,50,35,629,2,25,2,1,1,1,0,0,0,0,0,0,15,10,Arterial
11981,64,50,33,658,2,37,0,0,4,0,0,0,0,0,0,0,6,11,Arterial
22666,69,60,50,212,3,13,0,0,1,0,0,0,0,0,0,0,0,2,Arterial
14750,17,40,13,6,0,0,0,0,0,0,0,0,0,0,0,0,5,1,Council Minor
22671,71,60,51,206,0,5,0,0,0,0,0,0,0,0,0,0,0,2,Arterial
22415,61,60,48,35,0,3,3,1,0,0,0,0,0,0,0,0,1,0,Arterial
8545,47,50,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Council Minor
11938,65,50,39,393,1,14,0,1,1,0,0,0,0,0,0,0,8,1,Arterial
22667,75,60,50,231,0,8,1,0,0,0,0,0,0,0,0,0,3,1,Arterial
21015,67,60,51,351,1,11,1,1,1,0,0,0,0,0,0,0,8,1,Arterial
40596,78,50,54,486,2,18,2,0,0,1,0,1,0,0,0,0,1,10,Arterial
22532,68,60,47,38,0,2,1,0,0,0,0,0,0,0,0,0,0,1,Arterial
38301,58,50,35,793,10,18,4,2,0,0,0,1,0,0,0,0,1,18,Arterial
10259,45,50,35,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
13934,21,40,14,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
10596,38,50,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
47574,21,20,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Council Minor
14747,16,40,13,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Council Minor
11919,64,50,44,150,0,3,1,1,1,0,0,0,0,0,0,0,0,0,Arterial
47437,18,20,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
13231,24,40,14,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
10455,46,50,35,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
22730,67,60,52,175,3,20,1,0,0,1,0,1,0,0,0,0,6,4,Arterial
38418,64,50,34,1154,7,4,0,3,2,0,0,1,0,0,0,0,4,7,Arterial
38379,51,50,27,545,1,9,2,0,0,0,0,0,0,0,0,0,20,1,Arterial
40673,78,50,56,236,0,8,8,1,0,0,0,0,0,0,0,0,16,3,Arterial
14201,30,40,10,8,0,1,0,0,0,0,0,0,0,0,0,0,7,0,Council Minor
21004,71,60,48,832,2,18,2,0,1,0,0,0,0,0,0,0,22,4,Arterial
15788,20,40,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
38305,57,50,36,386,0,8,3,0,0,1,0,0,0,0,0,0,2,6,Arterial
11872,65,50,47,159,0,2,2,0,0,0,0,0,0,0,0,0,4,0,Arterial
38303,56,50,33,777,1,10,2,0,0,0,0,0,0,0,0,0,1,14,Arterial
22636,65,60,51,117,1,19,1,8,1,0,0,0,0,0,0,0,0,0,Arterial
40678,80,50,58,106,1,8,5,0,0,0,0,0,0,0,0,0,11,4,Arterial
13453,22,40,16,29,0,0,0,0,0,0,0,0,0,0,0,0,11,0,Council Minor
40508,79,50,56,181,0,3,3,0,0,0,0,0,0,0,0,0,7,2,Arterial
15517,21,50,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14335,37,40,13,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Council Minor
20852,66,60,42,890,4,17,1,0,0,0,0,0,0,0,0,0,4,7,Arterial
38650,37,25,25,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
33801,20,50,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
38546,52,50,35,421,4,5,6,0,1,0,0,1,0,0,0,0,3,22,Arterial
13245,24,40,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
13907,18,40,16,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Council Minor
38771,18,25,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
33894,20,50,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
40717,92,50,54,312,0,8,2,0,0,1,0,0,0,0,0,0,2,3,Arterial
11759,63,50,40,442,0,30,2,2,5,1,0,0,0,0,0,4,9,5,Arterial
11829,65,50,41,480,1,19,7,0,0,0,0,0,0,0,0,6,19,3,Arterial
33701,34,50,22,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
13824,12,40,10,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
15497,15,50,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
38443,59,50,35,1660,11,31,3,10,1,6,0,1,0,0,0,0,9,30,Arterial
11732,68,50,48,245,0,8,1,0,0,1,0,0,0,0,0,3,22,3,Arterial
11816,88,50,37,889,3,12,0,4,1,1,1,1,0,0,0,7,39,26,Arterial
10511,30,50,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
15400,21,50,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
47411,37,20,19,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
13431,20,40,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
9994,44,50,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14652,17,40,11,11,0,0,1,0,0,0,0,0,0,0,0,0,9,1,Council Minor
14633,19,40,12,9,0,1,0,1,0,0,0,0,0,0,0,0,9,0,Council Minor
22421,69,60,40,600,0,47,3,4,0,0,0,1,0,0,0,0,3,10,Arterial
14150,10,40,7,9,0,1,0,0,0,0,0,0,0,0,0,0,8,0,Council Minor
11928,67,50,30,969,3,62,7,2,4,2,0,0,0,0,0,0,6,10,Arterial
15434,43,50,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
38808,27,25,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
8403,33,50,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
10391,58,50,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Council Minor
20967,70,60,48,689,1,49,13,14,0,3,1,2,2,0,0,0,15,3,Arterial
33762,30,50,23,8,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Council Minor
40469,73,50,50,467,3,42,7,1,0,0,0,3,0,0,0,0,7,3,Arterial
22606,75,60,53,45,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Arterial
22491,66,60,49,51,0,1,0,0,0,0,0,0,0,0,0,0,3,1,Arterial
33903,32,50,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
47507,21,20,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
40587,70,50,51,757,0,73,6,5,0,0,1,0,1,0,0,0,16,16,Arterial
22523,64,60,48,317,0,18,0,1,1,0,0,0,0,0,0,0,1,2,Arterial
13311,28,40,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Council Minor
33802,22,50,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
13851,14,40,11,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Council Minor
47685,14,20,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
11725,75,50,44,573,0,13,6,0,0,0,0,0,0,0,0,4,27,7,Arterial
40634,72,50,49,1109,3,74,23,4,1,1,2,2,0,0,0,0,64,39,Arterial
14571,31,40,17,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,Council Minor
13231,24,40,14,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
13660,20,40,16,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Council Minor
20940,73,60,52,204,0,22,9,7,0,0,1,2,0,0,0,0,6,0,Arterial
13317,16,40,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14562,11,40,10,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Council Minor
47620,24,20,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
33925,29,50,16,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,Council Minor
8459,46,50,21,38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
21010,76,60,53,441,0,6,14,0,0,0,0,1,0,0,0,0,36,10,Arterial
47648,17,20,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
47226,24,20,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14243,11,40,9,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,Council Minor
8437,34,50,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Council Minor
20858,70,60,43,703,2,18,0,0,0,0,0,1,0,0,0,0,2,4,Arterial
11712,67,50,42,524,4,40,3,0,1,1,0,0,0,0,0,5,15,5,Arterial
22447,62,60,44,330,2,37,3,3,0,0,0,0,0,0,0,0,3,5,Arterial
47267,24,20,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
20800,67,60,35,1097,6,120,14,13,2,2,0,3,3,0,0,0,6,12,Arterial
20916,79,60,48,519,2,51,12,12,0,0,1,5,2,0,0,0,5,11,Arterial
14194,8,40,6,19,0,0,0,0,0,0,0,0,0,0,0,0,18,0,Council Minor
14486,17,40,12,7,0,0,1,1,0,0,0,0,0,0,0,0,6,1,Council Minor
21002,73,60,49,755,0,19,2,1,1,0,0,0,0,0,0,0,2,5,Arterial
21030,77,60,50,580,2,14,2,0,1,0,0,0,0,0,0,0,23,11,Arterial
38501,56,50,41,84,0,4,1,0,0,0,1,0,0,0,0,0,0,1,Arterial
11911,76,50,39,613,2,23,0,0,2,0,0,0,0,0,0,0,4,5,Arterial
47647,19,20,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
10516,54,50,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
38345,62,50,31,1361,6,48,4,7,0,1,0,2,0,0,0,0,1,19,Arterial
14067,16,40,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
10419,73,50,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
38356,60,50,34,225,0,10,3,0,0,0,0,0,0,0,0,0,1,3,Arterial
40711,86,50,53,471,0,71,3,1,0,0,0,0,0,0,0,0,5,12,Arterial
40626,97,50,58,83,0,7,5,0,0,0,0,0,0,0,0,0,11,12,Arterial
21038,80,60,49,562,2,38,21,4,0,0,1,3,2,0,0,0,22,6,Arterial
21066,73,60,46,789,1,72,12,6,1,0,0,4,3,0,0,0,0,12,Arterial
10470,43,50,31,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14235,23,40,9,6,0,1,0,0,0,0,0,0,0,0,0,0,4,1,Council Minor
40394,68,50,50,435,2,38,1,3,0,1,0,3,0,0,0,0,12,7,Arterial
13741,15,40,12,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Council Minor
20964,86,60,52,257,0,19,16,5,0,0,0,1,1,0,0,0,21,7,Arterial
21074,73,60,45,895,3,17,1,1,0,0,0,2,1,0,0,0,6,11,Arterial
13480,21,40,14,24,0,0,0,0,0,0,0,0,0,0,0,0,10,0,Council Minor
38490,59,50,28,862,7,31,3,0,2,5,1,1,0,0,0,0,10,24,Arterial
11798,68,50,47,178,1,3,2,0,0,0,0,0,0,0,0,2,10,4,Arterial
21051,86,60,48,700,2,17,6,0,1,0,1,0,1,0,0,0,2,12,Arterial
10164,55,50,37,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Council Minor
10223,70,50,42,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
40638,104,50,52,538,1,79,3,2,1,2,0,1,0,0,0,0,9,6,Arterial
14051,16,40,11,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Council Minor
13886,14,40,12,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Council Minor
38409,58,50,34,586,6,20,6,2,1,1,0,0,0,0,0,0,17,8,Arterial
22742,76,60,49,512,1,9,0,2,2,0,0,0,0,0,0,0,7,9,Arterial
15481,24,50,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
40635,79,50,50,755,1,77,9,1,0,1,0,3,1,0,0,0,28,16,Arterial
14552,18,40,11,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Council Minor
22428,69,60,46,509,3,21,2,0,0,0,0,0,0,0,0,0,1,4,Arterial
38596,53,50,35,100,0,4,1,5,1,0,0,0,0,0,0,0,4,1,Arterial
40440,75,50,54,203,0,13,11,0,0,0,0,0,0,1,0,0,10,6,Arterial
14275,12,40,7,23,0,0,0,0,0,0,0,0,0,0,0,0,21,1,Council Minor
8474,30,50,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
38419,55,50,35,1224,8,9,2,3,4,0,0,1,0,0,0,0,6,12,Arterial
8608,33,50,17,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Council Minor
47598,20,20,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
47530,16,20,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
13627,23,40,13,27,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Council Minor
47420,19,20,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14161,15,40,8,23,0,0,0,0,0,0,0,0,0,0,0,0,19,0,Council Minor
40649,73,50,55,251,3,7,6,0,0,1,0,0,0,0,0,0,15,5,Arterial
11855,90,50,33,990,5,52,4,5,1,2,1,0,0,0,0,1,24,26,Arterial
15430,23,50,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
38544,52,50,34,659,1,9,7,0,1,0,0,0,0,0,0,0,12,27,Arterial
10147,49,50,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
20984,93,60,52,567,0,9,7,1,0,0,0,0,2,0,0,0,7,9,Arterial
13895,19,40,11,9,0,2,0,0,0,0,0,0,0,0,0,0,4,1,Council Minor
10667,33,50,33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
11963,74,50,42,455,2,7,2,0,0,0,0,0,0,0,0,0,3,2,Arterial
13321,27,40,16,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Council Minor
14279,13,40,7,8,0,0,0,0,0,0,0,1,0,0,0,0,8,1,Council Minor
11769,70,50,42,616,1,12,0,0,1,0,0,0,0,0,0,3,22,14,Arterial
13504,16,40,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
47310,23,20,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14368,8,40,6,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,Council Minor
14234,11,40,6,17,0,0,0,0,0,0,0,0,0,0,0,0,16,0,Council Minor
15543,31,50,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
10311,37,50,28,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Council Minor
22658,73,60,52,59,2,2,2,0,0,0,0,0,0,0,0,0,8,2,Arterial
38604,58,50,35,837,3,61,12,6,0,2,0,2,1,0,0,0,15,6,Arterial
47139,14,20,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
8511,33,50,25,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
14243,11,40,9,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,Council Minor
38317,73,50,29,1245,9,86,8,1,0,0,0,3,0,0,0,0,5,17,Arterial
40598,83,50,55,307,1,17,2,0,0,0,0,0,0,0,0,0,5,2,Arterial
33679,40,50,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Council Minor
10282,45,50,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
22433,71,60,48,193,0,2,0,0,0,0,0,0,0,0,0,0,2,0,Arterial
13857,20,40,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
13969,17,40,9,7,0,1,0,0,0,0,0,0,0,0,0,0,4,1,Council Minor
11953,69,50,32,870,3,47,5,1,2,0,1,0,0,0,0,0,11,9,Arterial
14262,11,40,7,58,1,5,0,0,0,0,0,0,0,0,0,0,57,0,Council Minor
14436,18,40,14,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Council Minor
14651,17,40,11,11,0,0,1,0,0,0,0,0,0,0,0,0,9,1,Council Minor
8421,32,50,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
15383,30,50,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14530,23,40,19,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Council Minor
15387,43,50,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
47437,18,20,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
22699,73,60,51,101,0,4,0,0,2,0,0,0,0,0,0,0,1,0,Arterial
40562,73,50,49,1120,11,80,6,3,2,0,3,1,1,0,0,0,43,36,Arterial
